no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
1,2,1,3,0,0,5,6,2018,9,26,4,0,0,0,233.85060357371063,0,0
1,0,2,2,3,0,0,207,2018,8,28,4,0,0,0,83.81224774445457,0,0
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
1,0,0,2,1,0,0,117,2018,4,15,4,0,0,0,90.07621163682957,0,0
2,0,0,2,0,0,0,308,2018,11,25,3,0,0,0,52.0,0,0
2,0,0,2,0,0,3,126,2018,10,11,4,0,0,0,132.38576516647936,1,0
2,0,1,0,0,0,0,88,2018,10,30,4,0,0,0,90.83512653292156,0,0
2,0,0,2,1,0,0,257,2017,7,1,4,0,0,0,101.5,0,0
2,0,1,2,0,0,0,66,2017,10,9,3,0,0,0,75.0,0,0
2,0,0,1,0,0,0,91,2017,8,30,4,0,0,0,78.56980469500492,0,0
2,2,1,2,0,0,5,23,2018,8,20,4,0,0,0,231.72716014081854,0,0
1,0,0,2,0,0,0,172,2018,6,24,4,0,0,0,95.0,0,0
2,1,0,1,0,0,0,11,2018,11,5,4,0,0,0,150.0,1,0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
2,0,2,1,0,0,0,155,2018,10,25,4,0,0,0,85.4467399485316,0,0
1,0,0,2,3,0,0,73,2018,7,5,4,0,0,0,107.1,0,0
1,0,2,1,0,0,0,1,2018,2,28,3,0,0,0,60.0,0,0
1,0,0,0,2,0,0,36,2018,10,13,4,0,0,0,103.41110716790014,0,0
1,0,2,2,0,0,0,163,2018,6,5,3,0,0,0,100.0,0,0
2,0,1,5,0,0,2,218,2018,11,25,4,0,0,0,109.38400620534412,1,0
2,0,0,2,0,0,2,62,2018,4,10,4,0,0,0,139.75001743497756,0,0
2,0,2,3,0,0,0,192,2017,9,25,3,0,0,0,102.0,0,0
2,0,0,2,0,0,0,298,2018,5,10,3,0,0,0,75.0,0,0
2,0,0,3,2,0,0,130,2018,5,2,4,0,0,0,116.16143304453502,0,0
1,1,0,1,0,0,0,191,2018,8,9,4,0,0,0,121.5,0,0
2,0,0,4,0,0,0,323,2018,5,17,3,0,0,0,70.0,0,0
2,0,1,0,0,0,4,151,2018,6,27,3,0,0,0,200.0,0,0
2,0,1,2,0,0,0,305,2018,11,4,4,0,0,0,89.0,0,0
1,0,0,1,0,0,0,1,2017,10,19,2,0,0,0,65.0,0,0
1,0,0,1,0,0,0,443,2018,4,29,3,0,0,0,63.99101912871971,0,0
2,0,0,3,1,0,0,157,2018,8,4,4,0,0,0,107.96922485733087,0,0
1,2,0,1,0,0,5,20,2018,4,11,4,0,0,0,196.3727832770531,0,0
2,0,0,3,0,0,0,308,2018,11,23,4,0,0,0,78.3,1,0
2,0,1,1,1,0,0,301,2018,7,30,4,0,0,0,109.33573516248777,0,0
2,0,1,1,2,0,0,110,2018,10,27,3,0,0,0,79.37778637752966,1,0
3,0,0,4,0,0,3,123,2018,8,2,4,0,0,0,140.10418282733255,0,0
2,0,1,1,2,0,0,44,2018,10,2,4,0,0,0,109.08909780488712,0,0
2,0,1,2,0,0,0,305,2018,11,4,4,0,0,0,89.0,0,0
2,0,2,7,0,0,0,90,2017,7,11,4,0,0,0,57.530690363393106,0,0
1,0,0,4,2,0,0,61,2018,3,7,4,0,0,0,63.75,0,0
2,0,0,1,0,0,3,80,2018,6,1,4,0,0,0,97.80871695929442,0,0
2,0,1,2,3,0,0,87,2018,4,4,4,0,0,0,73.90603763748852,0,0
2,0,0,1,2,0,0,0,2018,8,24,4,0,0,0,180.00148994380504,0,0
1,0,1,2,0,0,3,27,2018,5,19,4,0,0,0,138.61865602236512,0,0
2,2,2,1,0,0,5,34,2018,7,14,4,0,0,0,208.7758200304943,0,0
2,0,2,4,0,0,3,281,2018,11,25,3,0,0,0,108.78791285816018,0,0
2,0,2,1,1,0,0,103,2017,7,18,3,0,0,0,94.5,0,0
2,0,0,2,0,0,0,191,2018,10,20,4,0,0,0,96.3,0,0
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
2,0,0,1,0,0,1,88,2018,9,2,4,0,0,0,134.356367968569,0,0
3,0,1,1,0,0,3,158,2018,8,8,4,0,0,0,149.07324056114635,1,0
2,0,2,1,1,0,0,138,2017,8,22,3,0,0,0,94.5,0,0
2,0,1,1,0,0,0,68,2018,2,12,4,0,0,0,73.10035963761575,0,0
2,2,0,2,0,0,5,46,2018,8,12,4,0,0,0,188.06048706942676,0,0
2,0,2,2,0,0,1,21,2018,4,29,4,0,0,0,132.4955578970124,0,0
2,0,1,0,3,0,0,17,2018,5,11,4,0,0,0,98.51174671867493,0,0
2,0,2,3,0,0,0,276,2018,5,13,3,0,0,0,61.0,0,0
2,0,2,2,0,0,3,13,2018,4,7,4,0,0,0,125.3078646734854,0,0
2,0,1,4,1,0,0,261,2018,12,26,4,0,0,0,71.60969733121425,0,0
2,0,0,2,0,0,0,211,2018,5,20,3,0,0,0,100.0,0,0
1,0,0,1,0,0,0,182,2018,9,11,4,0,0,0,119.7089713911118,1,0
2,0,0,5,0,0,0,254,2018,10,25,4,0,0,0,90.95,0,0
2,0,0,2,0,0,0,29,2018,4,11,4,0,0,0,111.1006413937443,0,0
2,0,2,3,0,0,2,33,2017,10,7,3,0,0,0,70.78595694118401,0,0
2,0,1,2,1,0,0,65,2018,2,16,4,0,0,0,66.56946482498726,0,0
1,0,2,4,0,0,0,69,2018,6,12,3,0,0,0,120.0,0,0
2,0,0,1,0,0,0,180,2017,10,16,3,0,0,0,70.0,0,0
2,0,0,2,1,0,0,346,2018,9,13,3,0,0,0,115.0,1,0
2,0,0,3,0,0,3,38,2018,3,22,4,0,0,0,120.86686404074608,0,0
2,0,0,3,0,0,3,313,2018,12,1,4,0,0,0,91.8,1,0
2,0,0,2,0,0,3,16,2018,6,8,4,0,0,0,164.40337794661042,0,0
2,0,1,5,0,0,0,147,2018,8,12,4,0,0,0,125.35931244040663,0,0
2,0,1,2,0,0,0,305,2018,11,4,4,0,0,0,89.0,0,0
2,0,0,2,1,0,0,346,2018,9,13,3,0,0,0,115.0,1,0
2,0,1,1,0,0,0,114,2017,6,11,4,0,0,0,76.9291491593432,0,0
1,0,1,1,0,0,0,71,2018,3,3,4,0,0,0,76.68398036685711,0,0
2,0,1,3,0,0,0,47,2018,3,20,4,0,0,0,138.77143101484634,0,0
2,0,0,2,1,0,0,320,2018,8,18,4,0,0,0,115.0,1,0
1,0,0,1,1,0,0,40,2017,7,8,4,0,0,0,41.82602867773585,0,0
2,0,0,2,0,0,2,54,2018,8,19,4,0,0,0,149.85703352881606,0,0
2,0,1,1,0,0,0,33,2018,1,25,2,0,0,0,62.48933059756343,0,0
1,0,0,3,0,0,3,79,2018,7,5,4,0,0,0,130.56000199188495,0,0
2,0,0,3,0,0,0,304,2018,11,3,3,0,0,0,89.0,0,0
2,0,0,2,0,0,0,18,2018,5,16,4,0,0,0,150.1200765461406,0,0
2,0,2,1,1,0,0,96,2017,7,11,3,0,0,0,94.5,0,0
2,0,2,4,0,0,2,61,2018,9,13,4,0,0,0,132.6587818087996,0,0
3,0,2,2,0,0,3,47,2018,6,1,4,0,0,0,158.3058234852863,0,0
2,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,115.0,1,0
1,0,0,4,0,0,0,12,2018,3,2,4,0,0,0,130.96560937144935,1,0
3,0,1,0,1,0,3,100,2018,5,14,4,0,0,0,217.74337366434872,2,0
1,0,0,1,0,0,0,6,2018,8,17,4,0,0,0,123.67372484470671,0,0
2,0,0,3,0,0,0,163,2018,9,8,3,0,0,0,110.0,0,0
1,0,1,4,2,0,0,141,2018,8,19,4,0,0,0,119.2066230392725,0,0
2,0,1,1,1,0,0,4,2018,2,4,4,0,0,0,90.16836717480955,0,0
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
2,1,1,4,0,0,0,73,2018,10,12,4,0,0,0,135.0,1,0
1,0,2,4,0,0,0,69,2018,6,12,3,0,0,0,120.0,0,0
2,0,1,2,1,0,0,161,2018,3,25,4,0,0,0,130.0,0,0
2,0,1,3,1,0,0,210,2017,10,8,3,0,0,0,86.0,0,0
2,0,0,0,3,0,0,0,2018,2,4,4,0,0,0,79.0,0,0
2,0,0,1,3,0,0,31,2018,9,1,4,0,0,0,88.39779131747233,0,0
1,0,0,1,0,0,2,6,2018,10,6,2,0,0,0,168.85290799286264,0,0
2,1,0,2,0,0,0,189,2018,8,10,4,0,0,0,121.5,1,0
2,0,0,4,0,0,3,55,2018,7,26,4,0,0,0,149.05968155161577,0,0
2,0,1,2,1,0,0,162,2018,9,5,4,0,0,0,161.1,2,0
1,0,2,6,0,0,0,70,2018,5,9,4,0,0,0,134.0374660870432,0,0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0
1,0,0,1,3,0,0,12,2018,7,20,4,0,0,0,89.0,0,0
2,0,0,2,0,0,0,37,2018,6,20,4,0,0,0,88.87095027737048,0,0
1,0,1,0,0,0,0,2,2017,3,15,2,0,0,0,66.11372378598631,0,0
2,0,0,1,3,0,0,24,2018,10,3,4,0,0,0,129.0,0,0
2,0,1,1,0,0,0,62,2018,4,22,4,0,0,0,105.3,0,0
1,0,0,2,0,0,2,27,2018,4,19,4,0,0,0,105.20811271878277,0,0
2,0,0,2,1,0,0,292,2018,7,21,4,0,0,0,115.0,0,0
2,0,0,1,3,0,0,256,2018,11,12,4,0,0,0,67.5,0,0
2,0,1,0,0,0,0,166,2018,7,2,3,0,0,0,76.1661155145264,0,0
1,0,2,1,3,0,0,101,2018,9,2,4,0,0,0,106.98526847859897,0,0
2,0,0,4,0,0,0,270,2018,4,20,3,0,0,0,62.8,0,0
2,0,2,3,0,0,0,258,2018,10,2,4,0,0,0,96.69473081757455,0,0
1,0,2,4,0,0,0,245,2018,7,6,4,0,0,0,110.0,0,0
2,0,1,4,0,0,0,196,2018,8,24,4,0,0,0,96.81685766732036,0,0
1,0,0,1,0,0,0,10,2018,10,10,4,0,0,0,119.86087012355468,0,0
2,0,1,3,0,0,3,87,2018,10,17,4,0,0,0,132.3,0,0
2,0,0,3,3,0,0,17,2017,9,9,4,0,0,0,92.86576032792166,0,0
2,0,0,2,0,0,0,101,2018,7,24,4,0,0,0,122.02566406769088,0,0
2,0,1,1,0,0,0,41,2018,3,12,4,0,0,0,81.9,1,0
2,0,1,2,0,0,0,273,2018,5,13,3,0,0,0,95.0,0,0
1,0,1,1,0,0,0,42,2018,8,15,3,0,0,0,72.0,0,0
2,0,1,4,0,0,0,236,2018,9,22,4,0,0,0,91.48401457123624,0,0
2,0,0,2,1,0,0,320,2018,8,18,3,0,0,0,115.0,1,0
2,0,1,2,0,0,2,12,2018,6,13,4,0,0,0,136.0,0,0
2,0,1,1,0,0,3,0,2018,2,13,4,0,0,0,106.0,0,0
2,0,1,2,0,0,0,62,2017,6,2,4,0,0,0,76.90794510365518,0,0
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
2,0,2,2,0,0,0,213,2018,10,1,4,0,0,0,102.85,1,0
1,0,1,1,3,0,0,87,2018,4,29,4,0,0,0,111.93234413728236,0,0
1,0,0,1,0,0,0,47,2018,4,12,4,0,0,0,99.9,0,0
2,0,2,0,1,0,0,75,2018,10,30,3,0,0,0,105.0,0,0
2,0,2,2,2,0,0,110,2017,5,8,4,0,0,0,76.5,1,0
3,0,0,4,0,0,3,106,2018,8,24,4,0,0,0,152.1,0,0
2,0,2,1,1,0,0,110,2017,7,25,3,0,0,0,94.5,0,0
3,0,1,3,0,0,0,177,2018,8,3,4,0,0,0,130.05,1,0
2,0,0,2,0,0,2,21,2018,10,16,4,0,0,0,153.35456113706738,0,0
1,0,1,3,0,0,0,49,2018,3,11,4,0,0,0,99.36045283691469,0,0
2,0,2,6,0,0,3,103,2018,6,15,4,0,0,0,137.59358742368676,0,0
2,0,0,2,1,0,0,377,2018,10,14,3,0,0,0,115.0,1,0
2,0,0,2,1,0,0,320,2018,8,18,3,0,0,0,115.0,1,0
1,0,1,1,0,0,0,66,2018,4,2,4,0,0,0,88.05447060225772,0,0
2,0,1,3,0,0,0,285,2018,10,3,3,0,0,0,100.0,0,0
2,0,0,1,0,0,0,115,2018,5,18,4,0,0,0,104.88206616210402,0,0
2,0,1,2,0,0,0,168,2018,4,22,3,0,0,0,85.0,0,0
2,0,0,2,0,0,0,15,2018,3,26,4,0,0,0,103.95061418466345,0,0
2,0,0,1,0,0,0,245,2018,9,13,4,0,0,0,81.77,1,0
2,0,1,1,1,0,0,301,2018,7,30,3,0,0,0,113.47350602933714,0,0
2,0,0,1,0,0,0,74,2018,9,19,4,0,0,0,135.02009905407084,0,0
2,0,0,1,3,0,0,109,2018,10,11,4,0,0,0,108.0,0,0
2,0,1,3,0,0,3,102,2018,9,21,4,0,0,0,126.43312218205871,0,0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
2,0,1,3,0,0,0,287,2018,9,29,4,0,0,0,100.3,0,0
2,0,1,4,0,0,3,304,2018,10,21,4,0,0,0,158.89528119998047,1,0
2,0,0,4,1,0,0,323,2018,5,17,3,0,0,0,112.0,1,0
2,0,0,2,0,0,0,211,2018,5,20,3,0,0,0,100.0,0,0
2,0,1,3,0,0,3,111,2018,8,22,4,0,0,0,150.02821627822286,0,0
2,0,0,2,0,0,0,259,2018,10,15,4,0,0,0,107.87019135314017,0,0
2,0,1,1,1,0,0,301,2018,7,30,3,0,0,0,115.0,1,0
2,0,2,4,0,0,2,224,2018,6,28,4,0,0,0,102.6736481612876,0,0
2,0,1,1,0,0,0,145,2018,9,22,4,0,0,0,153.82354619292036,0,0
1,0,0,1,0,0,2,96,2017,9,27,3,0,0,0,122.94720503425687,0,0
2,0,1,1,0,0,0,8,2018,7,4,4,0,0,0,151.0,0,0
2,0,1,2,0,0,0,35,2018,3,7,4,0,0,0,81.9,0,0
2,0,0,1,0,0,0,8,2018,3,7,4,0,0,0,101.0,0,0
2,0,0,1,1,0,0,100,2017,10,16,4,0,0,0,108.0,0,0
1,0,0,1,0,0,0,9,2017,8,28,4,0,0,0,79.7554542945573,1,0
2,0,1,2,0,0,0,237,2017,9,14,4,0,0,0,89.25,0,0
2,0,1,2,0,0,0,198,2018,9,9,3,0,0,0,90.0,0,0
2,0,1,4,0,0,3,50,2018,9,16,4,0,0,0,139.64179725827307,1,0
2,0,1,2,0,0,1,11,2018,4,27,4,0,0,0,160.6121010985436,0,0
2,0,1,1,0,0,0,202,2018,6,29,4,0,0,0,90.34346637371883,0,0
2,0,0,2,3,0,0,69,2018,10,25,4,0,0,0,80.07433658524393,0,0
2,0,2,2,0,0,0,99,2017,10,30,3,0,0,0,65.0,0,0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0
2,0,2,2,0,0,0,99,2017,10,30,3,0,0,0,65.0,0,0
2,0,1,2,3,0,0,47,2018,11,11,4,0,0,0,78.57257373388019,1,0
1,0,2,1,0,0,0,93,2018,10,15,3,0,0,0,115.0,0,0
2,0,1,2,1,0,0,161,2018,3,25,3,0,0,0,130.0,0,0
2,0,2,1,1,0,0,110,2017,7,25,4,0,0,0,94.5,0,0
2,0,0,2,1,0,3,96,2018,9,16,4,0,0,0,173.8648619761825,0,0
2,0,0,2,1,0,0,346,2018,9,13,3,0,0,0,115.0,1,0
2,0,1,2,1,0,0,88,2018,5,10,4,0,0,0,117.75264604633011,0,0
2,0,0,4,0,0,0,204,2018,9,27,4,0,0,0,105.33282320395436,1,0
2,0,1,1,0,0,3,27,2018,11,3,4,0,0,0,153.4736371093842,0,0
2,0,1,2,0,0,0,302,2018,9,16,3,0,0,0,100.0,0,0
2,0,0,2,0,0,0,211,2018,5,20,3,0,0,0,100.0,0,0
1,0,0,2,0,0,0,188,2018,6,15,4,0,0,0,130.0,0,0
2,0,1,2,0,0,0,168,2018,4,22,3,0,0,0,85.0,0,0
2,0,1,1,0,0,0,6,2017,8,12,4,0,0,0,130.56686682112323,0,0
3,0,0,2,0,0,3,175,2018,8,9,4,0,0,0,137.7,1,0
2,0,0,2,1,0,0,346,2018,9,13,3,0,0,0,115.0,1,0
2,0,0,2,0,0,0,123,2018,5,29,4,0,0,0,98.2588547873671,0,0
2,0,1,4,0,0,0,134,2018,6,8,4,0,0,0,119.82319996321503,0,0
0,1,2,9,0,0,0,192,2018,6,5,4,0,0,0,82.35728862257228,1,0
2,0,2,4,3,0,0,7,2018,11,27,4,0,0,0,76.29,0,0
2,0,0,2,0,0,0,276,2018,9,21,3,0,0,0,96.13748220284944,1,0
3,0,0,2,0,0,3,158,2018,7,7,4,0,0,0,147.30956376709156,2,0
2,0,0,2,0,0,0,204,2018,7,21,4,0,0,0,86.42911311965737,0,0
2,0,0,1,0,0,0,2,2018,6,28,4,0,0,0,139.0,0,0
2,0,1,0,3,0,0,49,2018,7,11,4,0,0,0,93.15,0,0
2,0,0,3,1,0,0,34,2017,9,23,3,0,0,0,224.67,0,0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
2,0,0,2,0,0,0,211,2018,5,20,3,0,0,0,100.0,0,0
2,0,1,1,1,0,0,247,2018,6,6,4,0,0,0,115.0,1,0
2,0,1,3,0,0,0,55,2018,3,18,4,0,0,0,92.64916592976466,0,0
2,0,0,2,1,0,0,377,2018,10,14,3,0,0,0,115.0,1,0
2,0,2,5,0,0,3,130,2018,8,27,4,0,0,0,140.3362367251378,0,0
2,0,0,2,1,0,0,123,2018,5,3,4,0,0,0,95.88442216928755,0,0
2,0,0,3,0,0,0,27,2018,5,10,4,0,0,0,141.0,0,0
2,0,0,2,0,0,0,103,2018,6,9,4,0,0,0,126.9,0,0
2,0,1,2,0,0,0,116,2017,8,17,4,0,0,0,96.34329870462619,0,0
1,0,0,0,0,0,0,18,2018,6,13,4,0,0,0,111.50129483152621,0,0
2,0,0,1,2,0,0,11,2018,10,3,4,0,0,0,133.73061225847172,0,0
2,0,0,1,0,0,3,60,2018,9,2,4,0,0,0,123.3,0,0
1,0,0,1,1,0,0,4,2018,2,25,2,0,0,0,79.50042324363254,0,0
2,0,1,2,0,0,0,280,2018,9,19,3,0,0,0,110.0,0,0
2,0,0,0,0,0,3,23,2018,5,27,4,0,0,0,166.09609799371628,0,0
2,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,115.0,1,0
2,0,1,2,0,0,0,78,2018,3,25,3,0,0,0,100.0,0,0
2,0,0,3,0,0,0,276,2018,9,10,4,0,0,0,108.70752437358922,0,0
2,0,0,2,0,0,1,208,2018,8,5,4,0,0,0,105.3,1,0
2,0,0,2,0,0,0,63,2018,6,9,4,0,0,0,126.9,0,0
2,0,0,1,0,0,3,79,2018,5,13,4,0,0,0,159.3,0,0
2,0,1,3,0,0,0,277,2018,12,28,4,0,0,0,81.85823266606468,0,0
2,0,0,3,0,0,0,183,2018,9,8,4,0,0,0,110.0,1,0
1,0,0,2,0,0,2,121,2018,6,27,4,0,0,0,91.33530542775779,0,0
2,0,1,1,0,0,0,194,2018,10,28,4,0,0,0,96.3,1,0
2,0,0,0,0,0,0,13,2018,9,22,4,0,0,0,161.12390893551805,0,0
2,0,2,1,3,1,0,156,2018,8,21,4,0,0,0,103.5,0,0
2,0,0,2,0,0,0,156,2018,3,24,4,0,0,0,106.07450550556503,1,0
1,0,0,2,0,0,0,88,2018,9,4,4,0,0,0,135.97883634489227,0,0
2,0,0,2,3,0,0,142,2018,7,1,4,0,0,0,85.5,0,0
1,0,0,1,0,0,0,2,2018,3,8,2,0,0,0,88.55639872059885,0,0
2,0,1,2,1,0,0,418,2018,9,26,3,0,0,0,107.0,0,0
2,0,1,4,0,0,0,155,2018,7,17,4,0,0,0,102.11917026181003,0,0
2,0,0,1,0,0,0,167,2018,8,6,4,0,0,0,105.3,0,0
2,0,0,3,0,0,0,32,2017,7,5,4,0,0,0,67.5,0,0
1,0,0,3,0,0,2,127,2018,8,16,4,0,0,0,122.41601819704886,0,0
2,1,1,3,0,0,4,135,2018,10,25,4,0,0,0,162.7502252395131,1,0
2,0,1,1,0,0,0,47,2018,3,19,3,0,0,0,85.12648024722881,0,0
2,0,1,2,0,0,3,39,2018,4,22,4,0,0,0,138.80093573999633,0,0
2,0,2,2,0,0,2,14,2018,6,17,4,0,0,0,177.49636658373586,0,0
2,0,1,3,0,0,3,148,2018,7,1,4,0,0,0,112.41965217842767,1,0
2,0,1,1,0,0,0,218,2018,8,12,4,0,0,0,69.33,0,0
1,0,1,0,0,0,0,25,2018,9,12,4,0,0,0,108.0,0,0
2,0,1,1,0,0,1,174,2018,8,9,4,0,0,0,141.09323574406804,0,0
2,0,0,2,0,0,0,123,2018,3,29,4,0,0,0,108.8542374040568,0,0
2,0,0,2,0,0,3,70,2018,9,15,4,0,0,0,149.4,0,0
2,0,2,5,0,0,2,56,2018,3,6,4,0,0,0,82.53003782948436,0,0
1,0,2,4,0,0,0,245,2018,7,6,3,0,0,0,110.0,0,0
2,0,1,2,0,0,0,191,2018,6,3,3,0,0,0,132.0,0,0
3,0,0,2,0,0,0,170,2018,7,26,4,0,0,0,137.7,0,0
2,0,0,3,0,0,0,53,2017,5,7,4,0,0,0,89.19515943521624,1,0
1,0,1,2,0,0,0,180,2018,10,10,3,0,0,0,120.0,1,0
2,0,0,2,0,0,1,65,2018,5,18,2,0,0,0,141.0509862301643,0,0
2,0,0,2,3,0,0,67,2018,5,21,4,0,0,0,88.14716758334202,0,0
1,0,2,4,0,0,0,69,2018,6,12,4,0,0,0,120.0,0,0
2,0,0,3,0,0,0,279,2018,10,12,3,0,0,0,110.0,0,0
2,0,1,3,3,0,0,42,2018,12,5,4,0,0,0,74.8,0,0
2,0,0,3,0,0,0,204,2018,5,5,4,0,0,0,100.0,0,0
2,0,2,2,3,0,0,208,2018,7,30,4,0,0,0,80.75,0,0
1,0,1,1,2,0,0,111,2018,9,10,3,0,0,0,118.85887062449551,1,0
2,0,1,2,0,0,0,66,2017,10,9,3,0,0,0,75.0,0,0
2,0,1,2,0,0,0,273,2018,5,13,3,0,0,0,95.0,0,0
1,0,1,2,0,0,0,229,2018,9,22,4,0,0,0,88.58562345775103,0,0
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
2,0,1,5,0,0,1,149,2018,7,13,4,0,0,0,131.27609511161847,1,0
2,0,0,2,2,0,0,148,2018,6,11,3,0,0,0,97.40121962256917,0,0
2,0,0,2,0,0,0,6,2018,2,4,4,0,0,0,108.36096074790227,0,0
1,0,2,4,0,0,0,69,2018,6,12,3,0,0,0,120.0,0,0
2,0,0,2,1,0,0,197,2018,8,2,4,0,0,0,72.68419544622596,0,0
2,0,0,3,0,0,0,57,2018,3,28,4,0,0,0,119.09802352419757,0,0
2,0,2,4,0,0,0,244,2018,9,24,4,0,0,0,110.90295520124268,0,0
2,0,1,1,0,0,0,114,2017,6,11,4,0,0,0,78.26713061732067,0,0
3,0,0,3,0,0,3,134,2018,8,22,4,0,0,0,133.27930680112837,0,0
2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
2,1,1,0,1,0,3,127,2018,7,8,3,0,0,0,273.2677311656397,0,0
1,0,0,1,2,0,0,6,2018,5,11,4,0,0,0,128.9716345040311,0,0
2,0,0,3,3,0,0,124,2018,6,3,4,0,0,0,94.5,0,0
2,0,2,1,1,0,0,110,2017,7,25,3,0,0,0,94.5,0,0
2,0,1,2,0,0,0,273,2018,5,13,4,0,0,0,95.0,0,0
2,0,0,3,0,0,3,179,2018,8,10,4,0,0,0,129.35299597504246,1,0
1,0,1,4,0,0,3,128,2018,8,17,4,0,0,0,122.4,0,0
2,0,1,1,3,0,0,98,2018,6,25,4,0,0,0,92.51074150977438,0,0
2,0,2,0,1,0,0,153,2018,7,4,4,0,0,0,115.75772626986387,0,0
1,0,1,2,0,0,0,192,2018,6,20,4,0,0,0,99.84273984219031,0,0
2,0,0,2,0,0,2,87,2018,9,5,4,0,0,0,132.59800243748816,0,0
1,0,0,2,0,0,3,51,2018,6,16,4,0,0,0,140.4,0,0
2,0,0,3,0,0,0,204,2018,5,5,3,0,0,0,100.0,0,0
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
2,0,1,4,0,0,1,93,2018,5,4,4,0,0,0,162.89991749837313,0,0
2,0,0,1,0,0,3,4,2018,4,1,4,0,0,0,144.71847268316483,0,0
2,0,0,2,0,0,3,234,2018,9,5,4,0,0,0,138.7137231653703,0,0
2,0,1,1,1,0,0,301,2018,7,30,4,0,0,0,115.0,1,0
2,1,1,2,0,0,4,169,2018,7,2,4,0,0,0,159.26800306728134,1,0
2,0,1,2,0,0,0,273,2018,5,13,3,0,0,0,95.0,0,0
2,0,0,1,0,0,0,9,2018,4,6,4,0,0,0,101.0,0,0
2,0,1,1,0,0,0,53,2018,9,9,4,0,0,0,118.39691103766694,0,0
1,0,2,0,1,0,0,386,2018,10,23,3,0,0,0,90.0,0,0
2,0,2,1,0,0,2,26,2018,6,25,4,0,0,0,152.6205563346047,0,0
2,0,0,4,0,0,0,156,2018,8,29,4,0,0,0,111.25588893075229,0,0
2,0,0,1,0,0,3,34,2018,8,10,4,0,0,0,149.99809707162734,0,0
2,0,2,1,0,0,0,265,2018,11,20,4,0,0,0,78.25737354410332,1,0
2,0,1,5,0,0,0,18,2017,8,7,4,0,0,0,142.88073262657866,0,0
1,0,0,4,0,0,0,12,2017,8,19,4,0,0,0,79.20652822042923,1,0
2,0,0,1,0,0,0,238,2018,6,16,3,0,0,0,113.71507777039527,1,0
2,0,0,1,0,0,3,0,2018,6,25,2,0,0,0,207.17763267535202,0,0
2,0,2,1,1,0,0,124,2017,8,8,3,0,0,0,94.5,0,0
2,0,0,1,0,0,0,100,2018,4,10,4,0,0,0,96.3,1,0
2,0,1,1,0,0,0,107,2018,8,20,3,0,0,0,97.08405173127744,0,0
2,0,1,3,0,0,3,29,2018,9,2,4,0,0,0,152.77368423602542,0,0
3,0,0,2,0,0,3,217,2018,8,25,4,0,0,0,156.67833076241502,1,0
1,0,0,2,0,0,0,48,2018,4,11,4,0,0,0,99.65071679745039,0,0
1,0,1,1,0,0,0,27,2018,9,2,4,0,0,0,148.13614811536792,0,0
1,0,0,2,0,0,0,156,2018,8,17,4,0,0,0,130.5,0,0
1,0,0,1,0,0,0,2,2017,10,26,4,0,0,0,86.27682678217542,1,0
2,0,0,4,0,0,2,157,2018,7,25,4,0,0,0,132.4255513265288,1,0
2,0,2,0,0,0,0,31,2018,2,5,4,0,0,0,84.72189876326796,0,0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,101.5,0,0
2,0,0,3,1,0,0,77,2017,7,20,4,0,0,0,116.65599048671949,0,0
2,0,2,3,0,0,2,199,2018,12,26,4,0,0,0,77.09947220606817,0,0
1,0,1,1,0,0,0,68,2018,4,2,4,0,0,0,86.41445376831425,0,0
2,0,1,2,0,0,0,338,2018,10,7,3,0,0,0,80.0,0,0
2,0,1,1,1,0,0,301,2018,7,30,3,0,0,0,115.0,1,0
2,0,0,1,0,0,0,193,2018,9,2,4,0,0,0,108.9,1,0
2,0,0,2,0,0,0,301,2018,11,18,3,0,0,0,52.0,0,0
2,0,2,1,0,0,0,180,2018,10,1,4,0,0,0,108.9,0,0
1,0,0,2,0,0,0,157,2018,7,14,3,0,0,0,121.54979432416417,0,0
2,0,2,2,0,0,0,99,2017,10,30,3,0,0,0,65.0,0,0
